Identifiable,Contected,HasIMG,HasDESC,Month,Item,Place_Item_founded,Item_condition
0,0,1,0,07,12,2,1
0,0,0,0,07,9,2,1
0,0,1,0,07,8,2,1
0,0,0,0,07,12,0,1
0,0,0,0,07,12,0,1
0,0,0,0,07,9,0,1
1,0,0,0,07,14,0,1
0,0,0,0,07,9,0,1
0,0,0,0,07,2,0,1
1,0,1,0,07,12,2,1
0,0,1,0,07,16,2,1
0,0,0,0,07,9,0,1
1,0,1,0,07,12,0,0
0,0,1,0,07,8,2,1
0,0,0,0,07,12,0,1
0,0,0,0,07,12,0,1
1,0,1,0,07,6,2,0
0,0,1,0,07,8,2,1
0,0,0,0,07,16,0,1
0,0,0,0,07,16,0,1
0,0,0,0,07,3,0,1
0,0,0,0,07,12,0,1
0,0,0,0,07,9,0,1
0,0,1,0,07,12,0,0
0,0,1,0,07,16,2,1
0,0,1,0,07,16,2,2
0,0,0,0,07,10,2,1
0,0,0,0,07,16,2,1
0,0,0,0,07,16,2,1
0,0,0,0,07,2,2,1
1,0,0,0,07,14,0,1
0,0,0,0,07,10,0,1
0,0,0,0,07,9,0,1
0,0,0,0,07,0,0,1
0,0,0,0,07,2,0,1
1,0,0,0,07,14,0,1
0,0,0,0,07,1,0,1
0,0,1,0,07,7,2,1
0,0,1,0,07,16,2,1
0,0,1,0,07,0,2,1
0,0,1,0,07,7,2,1
0,0,0,0,07,16,0,1
1,0,1,0,07,6,2,1
0,0,0,0,07,12,0,1
0,0,0,0,07,12,0,1
0,0,0,0,07,16,0,1
0,0,0,0,07,2,0,1
0,0,0,0,07,13,0,1
0,0,1,0,07,10,2,1
0,0,1,0,07,16,2,2
1,0,1,0,07,16,2,1
0,0,0,0,07,9,0,1
1,0,0,0,07,14,0,1
0,0,0,0,07,10,0,1
0,0,0,0,07,5,0,1
0,0,0,0,07,7,0,1
0,0,0,0,07,12,0,1
0,0,1,0,07,16,2,2
0,0,1,0,07,16,2,2
0,0,1,0,07,8,2,0
1,0,1,0,07,12,2,1
0,0,0,0,07,8,0,1
1,0,0,0,07,14,0,1
0,0,1,0,07,0,2,1
0,0,1,0,07,12,2,0
0,0,0,0,07,7,0,1
0,0,0,0,07,12,0,1
0,0,1,0,07,16,2,1
0,0,0,0,07,8,0,1
1,0,1,0,07,12,2,1
0,0,0,0,07,9,0,1
0,0,1,0,07,0,2,1
1,0,0,0,07,14,0,1
0,0,0,0,07,16,0,1
0,0,0,0,07,10,0,1
0,0,0,0,07,10,0,1
0,0,1,0,07,8,2,0
0,0,0,0,07,9,0,1
0,0,0,0,07,9,0,1
0,0,0,0,07,1,0,1
0,0,0,0,07,10,0,1
0,0,1,0,07,16,2,1
1,0,1,0,07,14,2,1
0,0,1,0,07,16,2,2
0,0,0,0,07,12,0,1
0,0,1,0,07,10,2,1
0,0,0,0,07,10,0,1
0,0,0,0,07,9,0,1
0,0,0,0,07,9,0,1
1,0,0,0,07,14,0,1
0,0,0,0,07,4,0,1
0,0,0,0,07,2,0,1
0,0,0,0,07,7,2,1
0,0,1,0,07,8,2,1
0,0,1,0,07,8,2,1
0,0,0,0,07,7,2,1
0,0,0,0,07,4,0,1
0,0,1,0,07,12,2,1
0,0,0,0,07,10,0,1
1,0,0,0,07,14,0,1
0,0,0,0,07,9,0,1
0,0,0,0,07,10,0,1
1,0,0,0,07,14,0,1
1,0,0,0,07,14,0,1
0,0,0,0,07,12,0,1
0,0,0,0,07,0,0,1
0,0,0,0,07,9,0,1
0,0,0,0,07,0,0,1
0,0,1,0,07,16,2,2
0,0,1,0,07,13,2,1
0,0,0,0,07,12,0,1
0,0,0,0,07,9,0,1
0,0,1,0,07,2,2,0
0,0,1,0,07,8,2,1
0,0,1,0,07,8,2,1
0,0,0,0,07,7,0,1
0,0,0,0,07,10,0,1
0,0,1,0,07,12,2,1
1,0,1,0,07,12,2,1
0,0,0,0,07,9,0,1
0,0,1,0,07,16,2,1
1,0,0,0,07,14,2,1
0,0,1,0,07,12,2,1
1,0,1,0,07,12,2,2
0,0,0,0,07,12,0,1
0,0,1,0,07,16,2,1
0,0,1,0,07,0,2,1
0,1,0,0,07,16,2,1
0,0,0,0,07,2,0,1
0,0,1,0,07,11,2,1
0,0,0,0,07,12,0,1
0,0,0,0,07,0,0,1
0,0,1,0,07,12,2,1
0,0,0,0,07,2,0,1
1,0,0,0,07,14,0,1
1,0,0,0,07,6,2,2
0,0,0,0,07,8,0,1
0,0,0,0,06,4,0,1
0,0,1,0,06,12,2,1
0,0,1,0,06,16,2,2
0,0,1,0,06,7,2,1
0,0,0,0,06,2,0,1
0,0,0,0,06,10,0,1
0,0,0,0,06,10,2,1
0,0,0,0,06,8,0,1
0,0,0,0,06,10,0,1
1,0,1,0,06,6,2,1
0,0,0,0,06,10,0,1
0,0,0,0,06,10,0,1
0,0,1,0,06,2,2,1
1,0,0,0,06,14,0,1
0,0,0,0,06,12,0,1
0,0,0,0,06,2,0,1
0,0,0,0,06,5,0,1
0,0,0,0,06,12,0,1
0,0,0,0,06,7,2,1
0,0,1,0,06,0,2,1
0,0,0,0,06,2,0,1
0,0,1,0,06,7,2,1
0,0,1,0,06,16,2,1
0,0,0,0,06,16,2,1
1,0,0,0,06,16,0,2
1,0,1,0,06,12,2,1
0,0,0,0,06,2,2,1
0,0,0,0,06,8,0,1
0,0,1,0,06,16,2,0
0,0,0,0,06,9,0,1
0,0,0,0,06,13,0,1
0,0,1,0,06,12,2,1
0,0,1,0,06,0,2,1
0,0,0,0,06,2,0,1
0,0,1,0,06,16,2,0
1,0,0,0,06,14,0,1
0,0,0,0,06,0,0,1
0,0,0,0,06,12,0,1
0,0,1,0,06,16,2,1
0,0,0,0,06,9,2,1
0,0,0,0,06,4,0,0
0,0,1,0,06,10,2,1
0,0,0,0,06,9,0,1
0,0,1,0,06,12,2,1
0,0,0,0,06,7,2,1
1,0,0,0,06,14,0,1
0,0,0,0,06,11,0,1
1,0,0,0,06,14,0,1
0,0,1,0,06,16,2,1
0,0,0,0,06,10,0,1
0,0,0,0,06,8,0,1
0,0,0,0,06,4,0,1
0,0,1,0,06,16,2,1
0,0,0,0,06,13,0,0
0,0,0,0,06,10,0,0
0,0,1,0,06,12,2,1
0,0,1,0,06,12,2,1
1,0,0,0,06,14,0,1
1,0,0,0,06,14,0,1
0,0,0,0,06,12,0,1
0,0,0,0,06,2,0,1
0,0,0,0,06,2,0,1
0,0,0,0,06,8,2,1
0,0,0,0,06,16,0,1
0,0,0,0,06,10,0,1
0,0,0,0,06,11,0,1
0,0,1,0,06,12,2,1
0,0,1,0,06,0,2,1
0,0,0,0,06,10,0,0
0,0,0,0,06,11,0,0
0,0,1,0,06,16,0,2
0,0,1,0,06,8,2,1
0,0,0,0,06,16,0,1
0,0,0,0,06,2,0,1
0,0,0,0,06,4,0,0
0,0,0,0,06,10,0,1
0,0,0,0,06,12,2,1
0,0,0,0,06,10,0,1
0,0,0,0,06,0,0,1
0,0,0,0,06,10,0,1
0,0,0,0,06,7,0,1
0,0,0,0,06,0,0,1
0,0,1,0,06,12,2,1
1,0,0,0,06,6,0,1
0,0,1,0,06,11,2,1
0,0,0,0,06,8,0,1
0,0,0,0,06,12,0,1
0,0,0,0,06,2,0,1
0,0,0,0,06,10,0,1
0,0,1,0,06,12,2,1
0,0,1,0,06,16,2,1
0,0,0,0,06,7,0,1
0,0,0,0,06,2,0,1
0,0,1,0,06,16,2,2
0,0,1,0,06,16,2,2
0,0,0,0,06,2,0,1
0,0,0,0,06,7,0,1
0,0,1,0,06,16,2,1
0,0,0,0,06,5,0,1
0,0,1,0,06,0,2,1
0,0,1,0,06,16,2,1
0,0,1,0,06,16,2,2
0,0,0,0,06,9,0,1
0,0,1,0,06,12,2,1
0,0,1,0,06,16,2,1
0,0,0,0,06,16,2,1
0,0,1,0,06,16,2,1
0,0,0,0,06,4,2,1
0,0,0,0,06,0,0,1
0,0,0,0,06,12,0,1
0,0,0,0,06,12,0,1
0,0,0,0,06,9,0,1
0,0,0,0,06,8,0,1
0,0,1,0,06,16,2,1
1,0,0,0,06,14,0,1
0,0,0,0,06,7,0,1
1,0,0,0,06,12,0,2
0,0,0,0,06,12,0,1
0,0,0,0,06,2,0,1
0,0,0,0,06,9,0,1
0,0,0,0,06,7,2,1
0,0,0,0,06,10,0,1
0,0,1,0,06,2,2,1
0,0,0,0,06,10,0,1
0,1,1,0,06,16,2,1
0,0,1,0,06,7,2,1
0,0,1,0,06,16,2,1
0,0,0,0,06,10,0,1
1,0,1,0,06,14,2,1
0,0,1,0,06,11,2,1
0,0,0,0,06,2,0,1
1,0,0,0,06,14,0,1
1,0,1,0,06,12,2,1
0,0,0,0,06,12,0,1
0,0,0,0,06,12,0,1
0,0,0,0,06,10,0,1
0,0,1,0,06,8,2,1
1,0,1,0,06,12,2,0
0,0,1,0,06,0,2,1
0,0,1,0,06,16,2,1
1,0,0,0,06,6,0,2
0,0,1,0,06,12,2,1
0,0,1,0,06,8,2,1
0,0,0,0,06,16,0,0
0,0,0,0,06,5,0,1
0,0,0,0,06,10,0,1
0,0,1,0,06,16,2,1
0,0,1,0,06,1,2,1
0,0,1,0,06,10,2,1
0,0,0,0,06,9,0,1
0,0,0,0,06,2,2,1
0,0,1,0,06,11,2,1
0,0,1,0,06,12,2,1
0,0,1,0,06,16,2,1
1,0,1,0,06,12,0,0
0,0,0,0,06,12,0,1
1,0,0,0,06,14,0,1
1,0,1,0,06,12,2,1
1,0,0,0,06,14,0,0
0,0,0,0,06,0,0,0
0,0,0,0,06,2,2,1
0,0,1,0,06,12,2,1
0,0,0,0,06,0,2,1
0,0,0,0,06,12,0,1
0,0,0,0,06,10,2,1
1,0,0,0,06,0,2,0
0,0,0,0,06,9,0,1
0,0,1,0,06,12,2,1
0,0,0,0,06,12,0,1
0,0,1,0,06,8,2,1
0,0,1,0,06,10,2,1
0,0,0,0,06,5,0,1
0,0,0,0,06,2,0,1
0,0,0,0,06,9,0,1
0,0,0,0,06,0,0,1
0,0,1,0,06,16,2,1
0,0,1,0,06,16,2,1
0,0,1,0,06,16,2,2
0,0,0,0,06,2,0,1
0,0,1,0,06,12,2,1
0,0,1,0,06,12,2,2
0,0,0,0,06,7,2,1
0,0,0,0,06,13,0,1
1,0,1,0,06,14,2,1
1,0,0,0,06,14,0,0
0,0,0,0,06,10,0,1
1,0,0,0,06,14,0,1
0,0,0,0,06,7,0,1
0,0,1,0,06,16,2,1
0,0,0,0,06,12,0,1
0,0,0,0,06,4,0,1
0,0,0,0,06,2,0,1
0,0,0,0,06,10,0,1
0,0,0,0,06,15,0,1
0,0,0,0,06,5,2,1
0,0,1,0,06,0,2,1
0,0,0,0,06,0,0,0
0,0,1,0,06,2,2,2
0,0,1,0,06,16,2,1
0,0,0,0,06,9,0,1
0,0,1,0,06,16,2,1
0,0,0,0,06,7,0,1
0,0,0,0,06,2,2,1
1,0,1,0,06,14,2,1
0,0,0,0,06,12,0,1
0,0,0,0,06,10,0,1
0,0,0,0,06,10,0,1
0,0,0,0,06,5,0,1
0,0,0,0,06,9,0,1
0,0,0,0,06,9,0,1
0,0,1,0,06,8,2,1
0,0,0,0,06,16,0,1
0,0,1,0,06,8,2,1
0,0,1,0,06,12,2,1
1,0,1,0,06,14,2,1
0,0,0,0,06,2,0,1
0,0,1,0,06,8,2,1
0,0,0,0,06,12,0,1
1,0,1,0,06,12,2,1
0,0,0,0,06,10,0,1
0,0,0,0,06,2,2,1
0,0,1,0,06,16,2,0
0,0,0,0,06,12,0,1
0,0,1,0,06,8,2,1
0,0,0,0,06,0,2,1
1,0,1,0,06,12,2,0
0,0,1,0,06,2,2,1
0,0,0,0,06,4,0,0
0,0,0,0,06,12,0,0
0,0,0,0,06,4,0,0
1,0,1,0,06,14,2,1
0,0,1,0,06,11,2,1
0,0,0,0,06,12,0,1
0,0,0,0,06,12,0,1
0,0,1,0,06,12,2,1
0,0,0,0,06,11,0,1
0,0,0,0,06,12,0,0
0,0,0,0,06,16,0,0
0,0,1,0,06,16,2,0
0,0,1,0,06,5,2,1
0,0,1,0,06,11,2,1
1,0,1,0,06,16,2,1
0,0,0,0,06,2,0,2
0,0,0,0,06,11,0,1
0,0,0,0,06,3,0,1
0,0,0,0,06,0,0,1
0,0,0,0,06,12,0,1
1,0,0,0,06,12,2,0
0,0,1,0,06,11,2,1
0,0,0,0,06,12,2,1
1,0,1,0,06,14,2,1
0,0,1,0,06,0,2,1
0,0,0,0,06,8,0,1
0,0,1,0,06,16,2,1
0,0,0,0,06,10,0,1
0,0,0,0,06,12,0,1
0,0,0,0,06,12,0,1
0,0,0,0,06,9,0,1
0,0,1,0,06,8,2,1
0,0,1,0,06,16,2,1
0,0,0,0,06,0,0,1
0,0,1,0,06,7,2,1
0,0,0,0,06,9,0,1
1,0,0,0,06,14,0,1
0,0,0,0,06,2,0,1
0,0,1,0,06,16,2,1
0,0,1,0,06,7,2,1
0,0,0,0,06,10,0,1
0,0,0,0,06,9,0,1
1,0,0,0,06,14,0,0
0,0,1,0,06,12,2,1
0,0,0,0,05,12,0,0
0,0,1,0,05,10,2,1
0,0,1,0,05,16,0,2
0,0,1,0,05,11,2,1
0,0,1,0,05,16,2,1
0,0,1,0,05,16,2,1
0,0,1,0,05,10,2,1
0,0,0,0,05,7,0,1
0,0,1,0,05,16,2,2
0,0,1,0,05,16,2,1
0,0,0,0,05,2,2,1
0,0,0,0,05,12,0,1
0,0,0,0,05,16,2,1
0,0,0,0,05,13,0,1
0,0,1,0,05,2,2,1
0,0,0,0,05,4,0,1
0,0,1,0,05,11,2,1
0,0,1,0,05,16,2,1
0,0,0,0,05,2,0,1
0,0,0,0,05,16,2,1
0,0,0,0,05,4,0,1
0,0,0,0,05,2,0,1
0,0,1,0,05,16,2,1
0,0,1,0,05,16,2,1
0,0,0,0,05,12,0,1
0,0,0,0,05,2,0,1
1,0,0,0,05,14,0,0
1,0,0,0,05,14,0,0
0,0,1,0,05,12,2,1
0,0,0,0,05,16,2,1
1,0,1,0,05,14,2,1
0,0,0,0,05,7,0,1
0,0,0,0,05,10,0,1
0,0,0,0,05,2,0,1
0,0,0,0,05,0,0,1
1,0,0,0,05,14,0,1
0,0,1,0,05,0,2,1
0,0,0,0,05,16,0,0
0,0,0,0,05,4,0,1
0,0,0,0,05,5,2,1
0,0,0,0,05,7,2,1
0,0,0,0,05,12,0,1
1,0,1,0,05,12,0,0
0,0,0,0,05,2,0,1
0,0,0,0,05,2,0,1
0,0,0,0,05,7,0,1
1,0,0,0,05,14,0,1
0,0,1,0,05,10,2,1
0,0,0,0,05,7,0,1
0,0,0,0,05,0,0,1
0,0,0,0,05,2,0,1
0,0,1,0,05,10,2,1
0,0,1,0,05,0,2,1
0,0,0,0,05,2,0,1
0,0,1,0,05,16,2,1
0,0,0,0,05,12,0,1
1,0,0,0,05,14,0,0
0,0,0,0,05,16,0,1
0,0,0,0,05,4,0,1
1,0,1,0,05,16,2,1
0,1,0,0,05,16,2,1
0,0,0,0,05,9,0,1
0,0,0,0,05,10,0,1
0,0,0,0,05,2,0,1
0,0,1,0,05,15,2,1
0,0,0,0,05,2,0,1
0,0,0,0,05,10,0,1
0,0,1,0,05,8,2,1
0,0,1,0,05,16,2,0
0,0,1,0,05,16,2,1
0,0,0,0,05,8,0,1
1,0,0,0,05,14,0,0
0,0,0,0,05,10,0,1
0,0,1,0,05,10,2,1
0,0,1,0,05,5,2,1
0,0,0,0,05,12,0,1
0,0,0,0,05,0,0,1
0,0,0,0,05,7,0,1
0,0,0,0,05,10,0,1
0,0,1,0,05,2,2,1
1,0,0,0,05,14,0,1
1,0,0,0,05,14,0,1
0,0,0,0,05,2,0,1
0,0,1,0,05,16,2,1
0,0,1,0,05,16,2,1
0,0,0,0,05,2,0,0
0,0,0,0,05,4,2,1
0,0,1,0,05,16,2,1
0,0,0,0,05,10,0,1
0,0,1,0,05,16,2,2
0,0,1,0,05,12,0,0
0,0,0,0,05,16,0,2
0,0,0,0,05,2,0,1
0,0,1,0,05,4,2,1
0,0,1,0,05,12,2,1
1,0,0,0,05,12,0,0
0,0,0,0,05,13,0,1
0,0,1,0,05,10,2,1
0,0,0,0,05,8,0,1
0,0,1,0,05,16,2,1
0,0,0,0,05,12,0,1
0,0,1,0,05,8,2,1
0,0,0,0,05,7,0,1
0,0,0,0,05,16,2,1
0,0,1,0,05,6,2,1
0,0,1,0,05,12,0,0
0,0,1,0,05,16,2,1
0,0,1,0,05,7,2,1
0,0,0,0,05,16,2,1
0,0,1,0,05,7,2,1
1,0,0,0,05,2,2,1
0,0,1,0,05,10,2,1
0,0,1,0,05,4,2,1
0,0,1,0,05,16,2,1
1,0,0,0,05,14,0,1
0,0,1,0,05,2,2,1
1,0,0,0,05,14,0,1
0,0,0,0,05,16,2,1
0,0,1,0,05,6,2,2
0,0,0,0,05,8,2,1
0,0,1,0,05,16,2,1
0,0,0,0,05,10,0,1
0,0,0,0,05,2,0,1
0,0,0,0,05,10,0,1
0,0,0,0,05,2,0,0
0,0,1,0,05,16,2,1
0,0,0,0,05,10,0,1
1,0,1,0,05,12,2,1
1,0,0,0,05,14,0,1
1,0,0,0,05,14,0,1
0,0,1,0,05,12,2,0
0,0,0,0,05,4,2,1
0,0,0,0,05,4,2,1
1,0,0,0,05,14,0,0
0,0,0,0,05,9,0,0
0,0,1,0,05,16,2,2
0,0,0,0,05,4,0,1
0,0,0,0,05,2,0,1
0,0,0,0,05,4,0,1
0,0,0,0,05,5,0,1
0,0,0,0,05,12,0,1
0,0,1,0,05,0,2,1
1,0,0,0,05,16,0,2
0,0,1,0,05,16,2,0
1,0,1,0,05,12,2,1
1,0,1,0,05,16,2,1
0,0,0,0,05,10,2,1
0,1,1,0,05,16,2,1
0,0,0,0,05,7,0,1
0,0,0,0,05,2,0,0
0,0,0,0,05,10,0,1
0,0,1,0,05,16,2,1
0,1,0,0,05,2,2,1
1,0,1,0,05,12,2,1
0,0,0,0,05,15,2,1
0,0,0,0,05,2,0,1
1,0,0,0,05,14,0,1
0,0,0,0,05,2,0,1
1,0,1,0,05,12,2,1
0,0,1,0,05,0,2,1
0,0,0,0,05,2,0,0
0,0,0,0,05,10,0,1
0,0,1,0,05,16,2,1
0,0,1,0,05,8,2,1
0,0,0,0,05,10,0,1
0,0,0,0,05,7,0,0
0,0,1,0,05,12,2,1
0,0,0,0,05,2,0,1
0,0,0,0,05,10,0,0
0,0,1,0,05,16,2,0
0,0,1,0,05,16,2,1
0,0,0,0,05,12,0,1
0,0,1,0,05,16,2,1
0,0,0,0,05,10,0,1
0,0,1,0,05,11,2,1
0,0,1,0,05,16,2,1
0,0,0,0,05,4,0,1
0,0,0,0,05,10,0,1
0,0,0,0,05,4,0,1
0,0,1,0,05,13,2,1
0,0,0,0,05,9,0,1
1,0,0,0,05,14,0,1
0,0,1,0,05,16,2,1
0,0,0,0,05,16,0,1
0,0,0,0,05,13,2,1
1,0,0,0,05,14,0,1
1,0,0,0,05,14,0,1
0,0,1,0,05,3,2,1
0,0,1,0,05,16,2,1
1,0,1,0,05,6,2,1
0,0,0,0,05,2,2,1
0,0,0,0,05,15,2,1
0,0,1,0,05,16,2,1
1,0,0,0,05,14,0,1
0,0,0,0,05,9,0,1
0,0,0,0,05,12,0,1
0,0,0,0,05,10,0,1
0,0,0,0,05,0,0,0
1,0,0,0,05,0,2,1
0,0,1,0,05,10,2,1
0,0,0,0,05,13,2,1
0,0,0,0,05,15,2,1
0,0,0,0,05,10,0,1
0,0,0,0,05,4,0,1
0,0,0,0,05,7,0,1
0,0,0,0,05,16,2,1
0,0,0,0,05,0,2,1
0,0,0,0,05,2,0,0
0,0,0,0,05,4,0,0
1,0,1,0,05,12,2,1
0,0,1,0,05,16,2,1
0,0,1,0,05,16,2,1
0,0,1,0,05,0,2,1
1,0,1,0,05,14,2,1
0,0,0,0,05,0,0,1
0,0,0,0,05,2,2,1
0,0,0,0,05,7,2,1
1,0,1,0,05,14,2,1
0,0,1,0,05,16,2,1
0,0,0,0,05,7,0,1
0,0,1,0,05,2,2,1
0,0,0,0,05,2,0,1
0,0,0,0,05,12,0,1
0,0,1,0,05,16,2,1
0,0,0,0,05,16,0,0
1,0,1,0,05,14,2,1
0,0,1,0,05,10,2,1
0,0,1,0,05,7,2,1
0,0,0,0,05,4,0,1
0,0,0,0,05,10,0,1
0,0,0,0,05,12,0,1
0,0,0,0,05,12,0,1
0,0,1,0,05,16,2,1
0,0,1,0,05,8,2,1
0,0,1,0,05,16,2,1
0,0,0,0,05,12,0,1
0,0,0,0,05,11,2,1
0,0,0,0,05,16,0,1
0,0,0,0,05,2,0,1
0,0,1,0,05,0,2,1
0,0,1,0,05,8,2,1
0,0,0,0,05,12,0,1
0,0,0,0,05,12,0,1
0,0,1,0,05,16,2,2
0,0,1,0,05,16,2,1
0,0,1,0,05,16,2,1
0,0,1,0,05,12,2,1
1,0,0,0,05,14,0,1
0,0,0,0,05,12,0,1
0,0,0,0,05,16,0,2
0,0,0,0,05,10,2,1
1,0,0,0,05,6,2,2
0,0,1,0,05,16,2,2
0,0,0,0,05,7,0,1
1,0,0,0,05,14,0,1
0,0,0,0,05,7,2,1
0,0,0,0,05,4,0,1
0,0,0,0,05,12,2,1
1,0,1,0,05,12,2,1
0,0,0,0,05,12,2,1
0,0,0,0,05,10,2,1
0,0,0,0,05,16,0,2
0,0,0,0,05,7,0,1
0,0,0,0,05,8,0,1
0,0,1,0,04,16,2,1
0,0,1,0,04,10,2,1
0,0,0,0,04,10,0,0
0,0,0,0,04,0,0,0
0,0,0,0,04,0,0,1
0,0,0,0,04,10,0,0
0,0,1,0,04,12,2,1
1,0,1,0,04,14,2,1
0,0,1,0,04,4,2,1
0,0,0,0,04,2,2,1
1,0,0,0,04,14,0,0
0,0,1,0,04,16,2,1
0,0,0,0,04,8,2,1
0,0,0,0,04,7,0,1
0,0,0,0,04,16,2,1
1,0,0,0,04,12,2,1
0,0,0,0,04,10,2,1
0,0,0,0,04,10,2,1
1,0,1,0,04,12,2,1
0,0,1,0,04,5,2,1
0,0,1,0,04,16,2,2
0,0,1,0,04,2,2,1
0,0,1,0,04,10,2,1
0,0,1,0,04,16,2,1
0,0,1,0,04,5,2,1
0,0,0,0,04,10,0,1
0,0,1,0,04,16,2,2
1,0,1,0,04,12,2,1
0,0,1,0,04,13,2,1
0,0,0,0,04,12,0,1
0,0,0,0,04,13,0,1
0,0,0,0,04,12,0,1
0,0,0,0,04,8,0,1
0,0,1,0,04,7,2,1
0,0,1,0,04,16,2,1
0,0,0,0,04,4,0,1
1,1,0,0,04,12,0,2
1,0,1,0,04,0,2,1
0,0,1,0,04,4,2,1
0,0,1,0,04,16,2,1
0,0,1,0,04,16,2,1
0,0,0,0,04,7,2,1
1,0,1,0,04,6,2,0
0,0,0,0,04,12,0,1
0,0,1,0,04,16,2,1
0,0,1,0,04,12,2,1
0,0,1,0,04,8,2,1
0,0,1,0,04,16,2,2
0,0,1,0,04,16,2,1
1,0,0,0,04,12,0,0
1,0,0,0,04,12,0,0
0,0,0,0,04,7,0,0
0,0,0,0,04,11,0,1
0,0,0,0,04,1,0,0
1,0,0,0,04,12,0,0
0,0,1,0,04,2,2,1
0,0,1,0,04,7,2,1
0,0,0,0,04,7,0,1
0,0,0,0,04,7,0,1
0,0,0,0,04,7,0,1
0,0,1,0,04,16,2,1
0,0,1,0,04,16,2,1
0,0,1,0,04,0,2,1
0,0,0,0,04,8,2,1
0,0,0,0,04,16,2,2
0,0,0,0,04,13,0,1
0,0,1,0,04,8,2,1
0,0,0,0,04,10,0,1
0,0,0,0,04,7,0,1
1,0,1,0,04,12,2,1
0,0,0,0,04,10,0,1
0,0,0,0,04,2,0,1
0,0,0,0,04,16,0,0
0,0,1,0,04,7,2,1
0,0,1,0,04,5,2,1
1,0,0,0,04,14,0,0
0,0,0,0,04,7,0,1
0,0,0,0,04,12,0,1
0,0,0,0,04,4,0,1
0,0,0,0,04,10,0,1
0,0,0,0,04,2,0,1
1,0,0,0,04,14,0,1
0,0,1,0,04,16,2,1
0,0,0,0,04,16,0,2
0,0,0,0,04,12,0,1
0,0,0,0,04,0,0,1
